Vocabulary size:88773

शाह:

Learned Patterns:

शाही:

Learned Patterns:

शिप:

Learned Patterns:

शील:

Learned Patterns:

शून्य:

Learned Patterns:

श्री:

Learned Patterns:

श्रेष्ठ:

Learned Patterns:

श्वर:

Learned Patterns:

ष:

Learned Patterns:

षियों:

Learned Patterns:

ष्ट:

Learned Patterns:

स:

Learned Patterns:

सन:

Learned Patterns:

सर:

Learned Patterns:

सल:

Learned Patterns:

सा:

Learned Patterns:

सागर:

Learned Patterns:

सान:

Learned Patterns:

सार:

Learned Patterns:

साहित्य:

Learned Patterns:

सिंह:

Learned Patterns:

सिया:

Learned Patterns:

सी:

Learned Patterns:

सूत्र:

Learned Patterns:

से:

Learned Patterns:

सेन:

Learned Patterns:

स्ट:

Learned Patterns:

स्टर:

Learned Patterns:

स्त:

Learned Patterns:

स्तर:

Learned Patterns:

स्ता:

Learned Patterns:

स्ती:

Learned Patterns:

स्थ:

Learned Patterns:

स्थल:

Learned Patterns:

स्थान:

Learned Patterns:

स्थापना:

Learned Patterns:

स्थापित:

Learned Patterns:

स्थिति:

Learned Patterns:

स्य:

Learned Patterns:

स्वरूप:

Learned Patterns:

स्वामी:

Learned Patterns:

ह:

Learned Patterns:

हट:

Learned Patterns:

हन:

Learned Patterns:

हने:

Learned Patterns:

हर:

Learned Patterns:

हरा:

Learned Patterns:

हरी:

Learned Patterns:

हरे:

Learned Patterns:

हा:

Learned Patterns:

हाना:

Learned Patterns:

हार:

Learned Patterns:

हारी:

Learned Patterns:

हारे:

Learned Patterns:

हाल:

Learned Patterns:

हित:

Learned Patterns:

हिया:

Learned Patterns:

ही:

Learned Patterns:

हीन:

Learned Patterns:

हे:

Learned Patterns:

हों:

Learned Patterns:

़:

Learned Patterns:

़ियां:

Learned Patterns:

ा:

Learned Patterns:

ाँ:

Learned Patterns:

ांक:

Learned Patterns:

ांकन:

Learned Patterns:

ांकित:

Learned Patterns:

ांग:

Learned Patterns:

ांत:

Learned Patterns:

ांतर:

Learned Patterns:

ांतरण:

Learned Patterns:

ांश:

Learned Patterns:

ाइजेशन:

Learned Patterns:

ाइयाँ:

Learned Patterns:

ाइयां:

Learned Patterns:

ाइये:

Learned Patterns:

ाऊँगी:

Learned Patterns:

ाएँगे:

Learned Patterns:

ाएंगी:

Learned Patterns:

ाओगे:

Learned Patterns:

ाक:

Learned Patterns:

ाका:

Learned Patterns:

ाकार:

Learned Patterns:

ागत:

Learned Patterns:

ाग्नि:

Learned Patterns:

ाचार:

Learned Patterns:

ाचार्य:

Learned Patterns:

ाज:

Learned Patterns:

ात:

Learned Patterns:

ात्मक:

Learned Patterns:

ात्मा:

Learned Patterns:

ाद:

Learned Patterns:

ादि:

Learned Patterns:

ादी:

Learned Patterns:

ादेवी:

Learned Patterns:

ाधिकार:

Learned Patterns:

ाधिकारियों:

Learned Patterns:

ाधिकारी:

Learned Patterns:

ाध्यक्ष:

Learned Patterns:

ान:

Learned Patterns:

ानंद:

Learned Patterns:

ानन्द:

Learned Patterns:

ानियों:

Learned Patterns:

ानी:

Learned Patterns:

ानुभूति:

Learned Patterns:

ानुसार:

Learned Patterns:

ान्त:

Learned Patterns:

ान्तर:

Learned Patterns:

ान्वित:

Learned Patterns:

ाब:

Learned Patterns:

ाबाद:

Learned Patterns:

ाबादी:

Learned Patterns:

ाम:

Learned Patterns:

ाय:

Learned Patterns:

ायक:

Learned Patterns:

ायत:

Learned Patterns:

ायुक्त:

Learned Patterns:

ायेगी:

Learned Patterns:

ार:

Learned Patterns:

ारा:

Learned Patterns:

ारात्मक:

Learned Patterns:

ारियाँ:

Learned Patterns:

ारियां:

Learned Patterns:

ारियों:

Learned Patterns:

ारी:

Learned Patterns:

ार्इ:

Learned Patterns:

ार्थ:

Learned Patterns:

ार्थियों:

Learned Patterns:

ार्थी:

Learned Patterns:

ाल:

Learned Patterns:

ालय:

Learned Patterns:

ाला:

Learned Patterns:

ाली:

Learned Patterns:

ाले:

Learned Patterns:

ालों:

Learned Patterns:

ावट:

Learned Patterns:

ावली:

Learned Patterns:

ावस्था:

Learned Patterns:

ाश्रम:

Learned Patterns:

ास:

Learned Patterns:

ासन:

Learned Patterns:

ासी:

Learned Patterns:

ास्त्र:

Learned Patterns:

ास्वामी:

Learned Patterns:

ाहार:

Learned Patterns:

ाहारी:

Learned Patterns:

ि:

Learned Patterns:

िंग:

Learned Patterns:

िंदर:

Learned Patterns:

िए:

Learned Patterns:

िक:

Learned Patterns:

िकरण:

Learned Patterns:

िकल:

Learned Patterns:

िका:

Learned Patterns:

िक्स:

Learned Patterns:

िज्म:

Learned Patterns:

िट:

Learned Patterns:

िटी:

Learned Patterns:

िणी:

Learned Patterns:

ित:

Learned Patterns:

िता:

Learned Patterns:

िन:

Learned Patterns:

िनी:

Learned Patterns:

िन्दा:

Learned Patterns:

िम:

Learned Patterns:

िय:

Learned Patterns:

ियत:

Learned Patterns:

ियन:

Learned Patterns:

ियम:

Learned Patterns:

ियर:

Learned Patterns:

ियल:

Learned Patterns:

िया:

Learned Patterns:

ियाँ:

Learned Patterns:

ियां:

Learned Patterns:

िये:

Learned Patterns:

ियो:

Learned Patterns:

ियों:

Learned Patterns:

िर:

Learned Patterns:

िल:

Learned Patterns:

िला:

Learned Patterns:

िव:

Learned Patterns:

िश:

Learned Patterns:

िष्ट:

Learned Patterns:

िस:

Learned Patterns:

िस्ट:

Learned Patterns:

िस्तान:

Learned Patterns:

ी:

Learned Patterns:

ीकरण:

Learned Patterns:

ीकृत:

Learned Patterns:

ीत:

Learned Patterns:

ीदा:

Learned Patterns:

ीन:

Learned Patterns:

ीना:

Learned Patterns:

ीने:

Learned Patterns:

ीबी:

Learned Patterns:

ीम:

Learned Patterns:

ीय:

Learned Patterns:

ीयत:

Learned Patterns:

ीर:

Learned Patterns:

ीराम:

Learned Patterns:

ील:

Learned Patterns:

ीला:

Learned Patterns:

ीली:

Learned Patterns:

ीले:

Learned Patterns:

ु:

Learned Patterns:

ुआ:

Learned Patterns:

ुद्दीन:

Learned Patterns:

ुर:

Learned Patterns:

ुल:

Learned Patterns:

ू:

Learned Patterns:

ूँ:

Learned Patterns:

ूं:

Learned Patterns:

ून:

Learned Patterns:

ूर:

Learned Patterns:

ूरी:

Learned Patterns:

ूल:

Learned Patterns:

े:

Learned Patterns:

ेंट:

Learned Patterns:

ेंद्र:

Learned Patterns:

ेंस:

Learned Patterns:

ेक:

Learned Patterns:

ेक्ट:

Learned Patterns:

ेक्शन:

Learned Patterns:

ेज:

Learned Patterns:

ेट:

Learned Patterns:

ेड:

Learned Patterns:

ेन:

Learned Patterns:

ेन्ट:

Learned Patterns:

ेन्द्र:

Learned Patterns:

ेन्‍द्र:

Learned Patterns:

ेर:

Learned Patterns:

ेरी:

Learned Patterns:

ेल:

Learned Patterns:

ेश:

Learned Patterns:

ेशन:

Learned Patterns:

ेश्वर:

Learned Patterns:

ेश्वरी:

Learned Patterns:

ेश्‍वर:

Learned Patterns:

ेस:

Learned Patterns:

ेस्ट:

Learned Patterns:

ै:

Learned Patterns:

ैया:

Learned Patterns:

ो:

Learned Patterns:

ों:

Learned Patterns:

ोग्राफी:

Learned Patterns:

ोत्तर:

Learned Patterns:

ोत्सव:

Learned Patterns:

ोपरांत:

Learned Patterns:

ोर:

Learned Patterns:

ोरी:

Learned Patterns:

ोली:

Learned Patterns:

ौली:

Learned Patterns:

्:

Learned Patterns:

्क:

Learned Patterns:

्कर:

Learned Patterns:

्का:

Learned Patterns:

्की:

Learned Patterns:

्के:

Learned Patterns:

्को:

Learned Patterns:

्कों:

Learned Patterns:

्ग:

Learned Patterns:

्च:

Learned Patterns:

्ज:

Learned Patterns:

्जन:

Learned Patterns:

्जी:

Learned Patterns:

्ट:

Learned Patterns:

्टर:

Learned Patterns:

्टा:

Learned Patterns:

्टियाँ:

Learned Patterns:

्टियों:

Learned Patterns:

्टी:

Learned Patterns:

्टे:

Learned Patterns:

्ट्री:

Learned Patterns:

्ड:

Learned Patterns:

्डर:

Learned Patterns:

्डा:

Learned Patterns:

्ण:

Learned Patterns:

्त:

Learned Patterns:

्तर:

Learned Patterns:

्ता:

Learned Patterns:

्तार:

Learned Patterns:

्ति:

Learned Patterns:

्तियाँ:

Learned Patterns:

्तियां:

Learned Patterns:

्तियों:

Learned Patterns:

्ती:

Learned Patterns:

्ते:

Learned Patterns:

्तों:

Learned Patterns:

्त्र:

Learned Patterns:

्द:

Learned Patterns:

्दा:

Learned Patterns:

्दे:

Learned Patterns:

्दों:

Learned Patterns:

्द्र:

Learned Patterns:

्न:

Learned Patterns:

्ना:

Learned Patterns:

्नी:

Learned Patterns:

्ने:

Learned Patterns:

्प:

Learned Patterns:

्पा:

Learned Patterns:

्फ:

Learned Patterns:

्बर:

Learned Patterns:

्बा:

Learned Patterns:

्म:

Learned Patterns:

्मा:

Learned Patterns:

्मी:

Learned Patterns:

्मे:

Learned Patterns:

्य:

Learned Patterns:

्या:

Learned Patterns:

्यो:

Learned Patterns:

्र:

Learned Patterns:

्रम:

Learned Patterns:

्रा:

Learned Patterns:

्रियों:

Learned Patterns:

्री:

Learned Patterns:

्रे:

Learned Patterns:

्रो:

Learned Patterns:

्ल:

Learned Patterns:

्ला:

Learned Patterns:

्ली:

Learned Patterns:

्ले:

Learned Patterns:

्व:

Learned Patterns:

्वर:

Learned Patterns:

्वा:

Learned Patterns:

्शन:

Learned Patterns:

्षा:

Learned Patterns:

्स:

Learned Patterns:

्सर:

Learned Patterns:

्सी:

Learned Patterns:

्हा:

Learned Patterns:

्हें:

Learned Patterns:

्‌:

Learned Patterns:

्‍त:

Learned Patterns:

्‍य:

Learned Patterns:

ज़:

Learned Patterns:

ड़:

Learned Patterns:

ड़ा:

Learned Patterns:

ड़ियों:

Learned Patterns:

ड़ी:

Learned Patterns:

ड़े:

Learned Patterns:

ड़ों:

Learned Patterns:

०:

Learned Patterns:

”:

Learned Patterns:

The New Guys for deletions:


Printing Suffix Divisions by roots:
Similar Suffix By Root:करी कर+ी117
Similar Suffix By Root:कर्मियों कर्म+ियों240
Similar Suffix By Root:कर्मी कर्म+ी285
Similar Suffix By Root:कला कल+ा108
Similar Suffix By Root:कारा कार+ा156
Similar Suffix By Root:कारियों कार+ियों294
Similar Suffix By Root:कारी कार+ी1008
Similar Suffix By Root:कियां किया+ं180
Similar Suffix By Root:कियों किय+ों225
Similar Suffix By Root:कुमारी कुमार+ी108
Similar Suffix By Root:क्षा क्ष+ा144
Similar Suffix By Root:खाना खान+ा240
Similar Suffix By Root:खाने खा+ने348
Similar Suffix By Root:गरी गर+ी135
Similar Suffix By Root:गामी गाम+ी132
Similar Suffix By Root:गिरी गिर+ी168
Similar Suffix By Root:गीरी गीर+ी108
Similar Suffix By Root:ग्राफी ग्राफ+ी108
Similar Suffix By Root:चारी चार+ी132
Similar Suffix By Root:चेतना चेतन+ा105
Similar Suffix By Root:जना जन+ा108
Similar Suffix By Root:टरी टर+ी117
Similar Suffix By Root:ड़ा ड़+ा675
Similar Suffix By Root:ड़ियों ड़+ियों306
Similar Suffix By Root:ड़ी ड़+ी693
Similar Suffix By Root:ड़ों ड़+ों324
Similar Suffix By Root:डियों डियो+ं240
Similar Suffix By Root:तरी तर+ी117
Similar Suffix By Root:तियों तिय+ों315
Similar Suffix By Root:त्री त्र+ी216
Similar Suffix By Root:दरी दर+ी126
Similar Suffix By Root:दर्शी दर्श+ी150
Similar Suffix By Root:दाता दा+ता168
Similar Suffix By Root:दानी दान+ी120
Similar Suffix By Root:दायी दाय+ी192
Similar Suffix By Root:दारी दार+ी660
Similar Suffix By Root:देवी देव+ी168
Similar Suffix By Root:धर्मी धर्म+ी135
Similar Suffix By Root:धारकों धारक+ों144
Similar Suffix By Root:धारा धार+ा180
Similar Suffix By Root:धारियों धार+ियों147
Similar Suffix By Root:धारी धार+ी324
Similar Suffix By Root:नानी नान+ी120
Similar Suffix By Root:नामा नाम+ा216
Similar Suffix By Root:नियां निया+ं165
Similar Suffix By Root:पंथी पंथ+ी132
Similar Suffix By Root:पुरा पुर+ा156
Similar Suffix By Root:पुरी पुर+ी396
Similar Suffix By Root:प्रेमी प्रेम+ी126
Similar Suffix By Root:बंदी बंद+ी348
Similar Suffix By Root:बाज़ी बाज़+ी120
Similar Suffix By Root:बाजी बाज+ी492
Similar Suffix By Root:बानी बान+ी108
Similar Suffix By Root:बों बो+ं117
Similar Suffix By Root:मंत्री मंत्र+ी396
Similar Suffix By Root:मती मत+ी225
Similar Suffix By Root:मना मन+ा117
Similar Suffix By Root:मयी मय+ी207
Similar Suffix By Root:मानी मान+ी192
Similar Suffix By Root:मारी मार+ी168
Similar Suffix By Root:माला माल+ा180
Similar Suffix By Root:मुखी मुख+ी204
Similar Suffix By Root:यां या+ं1170
Similar Suffix By Root:यें ये+ं1440
Similar Suffix By Root:यों यो+ं2358
Similar Suffix By Root:रियों रियो+ं570
Similar Suffix By Root:लियां लिया+ं300
Similar Suffix By Root:वंशी वंश+ी108
Similar Suffix By Root:वती वत+ी360
Similar Suffix By Root:वरी वर+ी126
Similar Suffix By Root:वली वल+ी153
Similar Suffix By Root:वां वा+ं243
Similar Suffix By Root:वादी वाद+ी1584
Similar Suffix By Root:वानी वान+ी360
Similar Suffix By Root:वारा वार+ा120
Similar Suffix By Root:वारी वार+ी264
Similar Suffix By Root:वालों वालो+ं570
Similar Suffix By Root:वासियों वासियो+ं378
Similar Suffix By Root:वासी वास+ी276
Similar Suffix By Root:विदों विद+ों105
Similar Suffix By Root:विरोधी विरोध+ी126
Similar Suffix By Root:वीं वी+ं243
Similar Suffix By Root:वें वे+ं396
Similar Suffix By Root:वेदी वेद+ी108
Similar Suffix By Root:शाला शाल+ा204
Similar Suffix By Root:शाली शाल+ी276
Similar Suffix By Root:शाही शाह+ी168
Similar Suffix By Root:सिया सिय+ा120
Similar Suffix By Root:स्ता स्+ता192
Similar Suffix By Root:हरा हर+ा234
Similar Suffix By Root:हरी हर+ी180
Similar Suffix By Root:हारी हार+ी168
Similar Suffix By Root:हिया हिय+ा120
Similar Suffix By Root:हों हो+ं288
Similar Suffix By Root:ाका ाक+ा108
Similar Suffix By Root:िका िक+ा612
Similar Suffix By Root:िता ित+ा369
Similar Suffix By Root:्रा ्र+ा342
Similar Suffix By Root:्रियों ्र+ियों162
Similar Suffix By Root:्री ्र+ी342
Dividing multiple roots
Antimatter:
Anti+matter Freq:4 2 2
 Special
Bharatdeep:
Bharat+deep Freq:5 2 11

akshaymann:
akshay+mann Freq:3 25 6



anitakumar:
anita+kumar Freq:8 2 296

anjusharma:
anju+sharma Freq:144 103 101
 Special

anuvadghar:
anuvad+ghar Freq:225 24 2
 Special


aryasamaj:
arya+samaj Freq:3 12 79


background:
back+ground Freq:2 7 2

bharatdeep:
bharat+deep Freq:147 45 11
 Special
blogspot:
blog+spot Freq:216910 66 8
 Special
burabhala:
bura+bhala Freq:147 346 346

copyright:
copy+right Freq:2 6 12




dubeysuman:
dubey+suman Freq:40 8 155







gyanghar:
gyan+ghar Freq:116 460 2

haripriya:
hari+priya Freq:14 29 28

hasyavyang:
hasya+vyang Freq:101 318 5

hindisagar:
hindi+sagar Freq:14 985 15



hindivani:
hindi+vani Freq:2 985 25

hissariya:
hissa+riya Freq:8 105 87

homework:
home+work Freq:2 3 9



indiauvach:
india+uvach Freq:30 406 692

kaanvkaanv:
kaanv+kaanv Freq:8 14 14

kathayatra:
katha+yatra Freq:3 132 215




kuchehsaas:
kuch+ehsaas Freq:2 69 73






manchsamay:
manch+samay Freq:23 31 227


mediahindi:
media+hindi Freq:2 18 985



meenukhare:
meenu+khare Freq:17 32 29



merikalam:
meri+kalam Freq:10 169 24

meriparwaz:
meri+parwaz Freq:682 169 78
 Special




nayibaat:
nayi+baat Freq:15 61 25

newsashok:
news+ashok Freq:11 6 7
 Special

photoashok:
photo+ashok Freq:2 2 7



premchand:
prem+chand Freq:20 55 26

prempoet:
prem+poet Freq:69 55 3
 Special

rahulpoems:
rahul+poems Freq:24 50 5






samajvikas:
samaj+vikas Freq:284 79 3
 Special



shabdmanch:
shabd+manch Freq:15 266 31

shobhapoem:
shobha+poem Freq:12 2 2
 Special


sumanpatil:
suman+patil Freq:161 155 7
 Special



thatcoffee:
that+coffee Freq:11 36 2

vanigyan:
vani+gyan Freq:121 25 460



vivekhuman:
vivek+human Freq:65 467 5

whatever:
what+ever Freq:3 7 4





















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































